"ID";"ModesOfTravel";"Population";"TripCharacteristics";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"Trips_4"
"8248";"T001093";"A048710";"2031250";"MW00000";"PV31    ";"2018JJ00";"2.85";"88"
"8249";"T001093";"A048710";"2031250";"MW00000";"PV31    ";"2019JJ00";"2.97";"92"
"8250";"T001093";"A048710";"2031250";"MW00000";"PV31    ";"2020JJ00";"2.44";"76"
"8251";"T001093";"A048710";"2031250";"MW00000";"PV31    ";"2021JJ00";"2.5";"78"
"8272";"T001093";"A048710";"2031250";"MOG0095";"NL01    ";"2018JJ00";"2.82";"87"
"8273";"T001093";"A048710";"2031250";"MOG0095";"NL01    ";"2019JJ00";"2.74";"85"
"8274";"T001093";"A048710";"2031250";"MOG0095";"NL01    ";"2020JJ00";"2.32";"72"
"8275";"T001093";"A048710";"2031250";"MOG0095";"NL01    ";"2021JJ00";"2.71";"84"
"8276";"T001093";"A048710";"2031250";"MOG0095";"LD01    ";"2018JJ00";"2.64";"82"
"8277";"T001093";"A048710";"2031250";"MOG0095";"LD01    ";"2019JJ00";"2.77";"86"
"8278";"T001093";"A048710";"2031250";"MOG0095";"LD01    ";"2020JJ00";"2.28";"71"
"8279";"T001093";"A048710";"2031250";"MOG0095";"LD01    ";"2021JJ00";"2.62";"81"
"8280";"T001093";"A048710";"2031250";"MOG0095";"LD02    ";"2018JJ00";"2.75";"85"
"8281";"T001093";"A048710";"2031250";"MOG0095";"LD02    ";"2019JJ00";"2.69";"84"
"8282";"T001093";"A048710";"2031250";"MOG0095";"LD02    ";"2020JJ00";"2.31";"72"
"8283";"T001093";"A048710";"2031250";"MOG0095";"LD02    ";"2021JJ00";"2.66";"83"
"8284";"T001093";"A048710";"2031250";"MOG0095";"LD03    ";"2018JJ00";"2.78";"86"
"8285";"T001093";"A048710";"2031250";"MOG0095";"LD03    ";"2019JJ00";"2.59";"80"
"8286";"T001093";"A048710";"2031250";"MOG0095";"LD03    ";"2020JJ00";"2.25";"70"
"8287";"T001093";"A048710";"2031250";"MOG0095";"LD03    ";"2021JJ00";"2.64";"82"
"8288";"T001093";"A048710";"2031250";"MOG0095";"LD04    ";"2018JJ00";"2.73";"85"
"8289";"T001093";"A048710";"2031250";"MOG0095";"LD04    ";"2019JJ00";"2.79";"87"
"8290";"T001093";"A048710";"2031250";"MOG0095";"LD04    ";"2020JJ00";"2.25";"70"
"8291";"T001093";"A048710";"2031250";"MOG0095";"LD04    ";"2021JJ00";"2.67";"83"
"8292";"T001093";"A048710";"2031250";"MOG0095";"PV20    ";"2018JJ00";"2.42";"75"
"8293";"T001093";"A048710";"2031250";"MOG0095";"PV20    ";"2019JJ00";"2.57";"80"
"8294";"T001093";"A048710";"2031250";"MOG0095";"PV20    ";"2020JJ00";"1.94";"60"
"8295";"T001093";"A048710";"2031250";"MOG0095";"PV20    ";"2021JJ00";"2.46";"76"
"8296";"T001093";"A048710";"2031250";"MOG0095";"PV21    ";"2018JJ00";"2.28";"71"
"8297";"T001093";"A048710";"2031250";"MOG0095";"PV21    ";"2019JJ00";"2.65";"82"
"8298";"T001093";"A048710";"2031250";"MOG0095";"PV21    ";"2020JJ00";"2.31";"71"
"8299";"T001093";"A048710";"2031250";"MOG0095";"PV21    ";"2021JJ00";"2.52";"78"
"8300";"T001093";"A048710";"2031250";"MOG0095";"PV22    ";"2018JJ00";"2.75";"85"
"8301";"T001093";"A048710";"2031250";"MOG0095";"PV22    ";"2019JJ00";"2.57";"80"
"8302";"T001093";"A048710";"2031250";"MOG0095";"PV22    ";"2020JJ00";"2.1";"65"
"8303";"T001093";"A048710";"2031250";"MOG0095";"PV22    ";"2021JJ00";"2.42";"75"
"8304";"T001093";"A048710";"2031250";"MOG0095";"PV23    ";"2018JJ00";"2.51";"78"
"8305";"T001093";"A048710";"2031250";"MOG0095";"PV23    ";"2019JJ00";"2.68";"83"
"8306";"T001093";"A048710";"2031250";"MOG0095";"PV23    ";"2020JJ00";"2.2";"68"
"8307";"T001093";"A048710";"2031250";"MOG0095";"PV23    ";"2021JJ00";"2.55";"79"
"8308";"T001093";"A048710";"2031250";"MOG0095";"PV24    ";"2018JJ00";"2.36";"73"
"8309";"T001093";"A048710";"2031250";"MOG0095";"PV24    ";"2019JJ00";"1.91";"59"
"8310";"T001093";"A048710";"2031250";"MOG0095";"PV24    ";"2020JJ00";"1.88";"58"
"8311";"T001093";"A048710";"2031250";"MOG0095";"PV24    ";"2021JJ00";"2.04";"63"
"8312";"T001093";"A048710";"2031250";"MOG0095";"PV25    ";"2018JJ00";"2.78";"86"
"8313";"T001093";"A048710";"2031250";"MOG0095";"PV25    ";"2019JJ00";"2.69";"83"
"8314";"T001093";"A048710";"2031250";"MOG0095";"PV25    ";"2020JJ00";"2.31";"72"
"8315";"T001093";"A048710";"2031250";"MOG0095";"PV25    ";"2021JJ00";"2.69";"83"
"8316";"T001093";"A048710";"2031250";"MOG0095";"PV26    ";"2018JJ00";"2.71";"84"
"8317";"T001093";"A048710";"2031250";"MOG0095";"PV26    ";"2019JJ00";"2.55";"79"
"8318";"T001093";"A048710";"2031250";"MOG0095";"PV26    ";"2020JJ00";"2.34";"72"
"8319";"T001093";"A048710";"2031250";"MOG0095";"PV26    ";"2021JJ00";"2.77";"86"
"8320";"T001093";"A048710";"2031250";"MOG0095";"PV27    ";"2018JJ00";"2.69";"83"
"8321";"T001093";"A048710";"2031250";"MOG0095";"PV27    ";"2019JJ00";"2.46";"76"
"8322";"T001093";"A048710";"2031250";"MOG0095";"PV27    ";"2020JJ00";"2.13";"66"
"8323";"T001093";"A048710";"2031250";"MOG0095";"PV27    ";"2021JJ00";"2.46";"76"
"8324";"T001093";"A048710";"2031250";"MOG0095";"PV28    ";"2018JJ00";"2.71";"84"
"8325";"T001093";"A048710";"2031250";"MOG0095";"PV28    ";"2019JJ00";"2.55";"79"
"8326";"T001093";"A048710";"2031250";"MOG0095";"PV28    ";"2020JJ00";"2.17";"67"
"8327";"T001093";"A048710";"2031250";"MOG0095";"PV28    ";"2021JJ00";"2.58";"80"
"8328";"T001093";"A048710";"2031250";"MOG0095";"PV29    ";"2018JJ00";"2.33";"72"
"8329";"T001093";"A048710";"2031250";"MOG0095";"PV29    ";"2019JJ00";"2.24";"69"
"8330";"T001093";"A048710";"2031250";"MOG0095";"PV29    ";"2020JJ00";"2.13";"66"
"8331";"T001093";"A048710";"2031250";"MOG0095";"PV29    ";"2021JJ00";"2.53";"79"
"8332";"T001093";"A048710";"2031250";"MOG0095";"PV30    ";"2018JJ00";"2.72";"84"
"8333";"T001093";"A048710";"2031250";"MOG0095";"PV30    ";"2019JJ00";"2.75";"85"
"8334";"T001093";"A048710";"2031250";"MOG0095";"PV30    ";"2020JJ00";"2.2";"68"
"8335";"T001093";"A048710";"2031250";"MOG0095";"PV30    ";"2021JJ00";"2.79";"86"
"8336";"T001093";"A048710";"2031250";"MOG0095";"PV31    ";"2018JJ00";"2.59";"80"
"8337";"T001093";"A048710";"2031250";"MOG0095";"PV31    ";"2019JJ00";"2.7";"84"
"8338";"T001093";"A048710";"2031250";"MOG0095";"PV31    ";"2020JJ00";"2.21";"68"
"8339";"T001093";"A048710";"2031250";"MOG0095";"PV31    ";"2021JJ00";"2.23";"69"
"8360";"T001093";"A048710";"2031250";"MBG0095";"NL01    ";"2018JJ00";"2.97";"92"
"8361";"T001093";"A048710";"2031250";"MBG0095";"NL01    ";"2019JJ00";"2.88";"89"
"8362";"T001093";"A048710";"2031250";"MBG0095";"NL01    ";"2020JJ00";"2.44";"76"
"8363";"T001093";"A048710";"2031250";"MBG0095";"NL01    ";"2021JJ00";"2.85";"88"
"8364";"T001093";"A048710";"2031250";"MBG0095";"LD01    ";"2018JJ00";"3.13";"97"
"8365";"T001093";"A048710";"2031250";"MBG0095";"LD01    ";"2019JJ00";"3.25";"101"
"8366";"T001093";"A048710";"2031250";"MBG0095";"LD01    ";"2020JJ00";"2.73";"84"
"8367";"T001093";"A048710";"2031250";"MBG0095";"LD01    ";"2021JJ00";"3.05";"95"
"8368";"T001093";"A048710";"2031250";"MBG0095";"LD02    ";"2018JJ00";"3.07";"95"
"8369";"T001093";"A048710";"2031250";"MBG0095";"LD02    ";"2019JJ00";"3.02";"94"
"8370";"T001093";"A048710";"2031250";"MBG0095";"LD02    ";"2020JJ00";"2.58";"80"
"8371";"T001093";"A048710";"2031250";"MBG0095";"LD02    ";"2021JJ00";"2.97";"92"
"8372";"T001093";"A048710";"2031250";"MBG0095";"LD03    ";"2018JJ00";"3";"93"
"8373";"T001093";"A048710";"2031250";"MBG0095";"LD03    ";"2019JJ00";"2.79";"87"
"8374";"T001093";"A048710";"2031250";"MBG0095";"LD03    ";"2020JJ00";"2.41";"75"
"8375";"T001093";"A048710";"2031250";"MBG0095";"LD03    ";"2021JJ00";"2.82";"87"
"8376";"T001093";"A048710";"2031250";"MBG0095";"LD04    ";"2018JJ00";"3.05";"95"
"8377";"T001093";"A048710";"2031250";"MBG0095";"LD04    ";"2019JJ00";"3.09";"96"
"8378";"T001093";"A048710";"2031250";"MBG0095";"LD04    ";"2020JJ00";"2.52";"78"
"8379";"T001093";"A048710";"2031250";"MBG0095";"LD04    ";"2021JJ00";"2.99";"93"
"8380";"T001093";"A048710";"2031250";"MBG0095";"PV20    ";"2018JJ00";"3.33";"103"
"8381";"T001093";"A048710";"2031250";"MBG0095";"PV20    ";"2019JJ00";"3.51";"109"
"8382";"T001093";"A048710";"2031250";"MBG0095";"PV20    ";"2020JJ00";"2.72";"84"
"8383";"T001093";"A048710";"2031250";"MBG0095";"PV20    ";"2021JJ00";"3.13";"97"
"8384";"T001093";"A048710";"2031250";"MBG0095";"PV21    ";"2018JJ00";"2.99";"93"
"8385";"T001093";"A048710";"2031250";"MBG0095";"PV21    ";"2019JJ00";"3.37";"104"
"8386";"T001093";"A048710";"2031250";"MBG0095";"PV21    ";"2020JJ00";"3.02";"94"
"8387";"T001093";"A048710";"2031250";"MBG0095";"PV21    ";"2021JJ00";"3.27";"102"
"8388";"T001093";"A048710";"2031250";"MBG0095";"PV22    ";"2018JJ00";"3.69";"114"
"8389";"T001093";"A048710";"2031250";"MBG0095";"PV22    ";"2019JJ00";"3.38";"105"
"8390";"T001093";"A048710";"2031250";"MBG0095";"PV22    ";"2020JJ00";"2.91";"90"
"8391";"T001093";"A048710";"2031250";"MBG0095";"PV22    ";"2021JJ00";"3.19";"99"
"8392";"T001093";"A048710";"2031250";"MBG0095";"PV23    ";"2018JJ00";"3.15";"98"
"8393";"T001093";"A048710";"2031250";"MBG0095";"PV23    ";"2019JJ00";"3.24";"101"
"8394";"T001093";"A048710";"2031250";"MBG0095";"PV23    ";"2020JJ00";"2.71";"84"
"8395";"T001093";"A048710";"2031250";"MBG0095";"PV23    ";"2021JJ00";"3.09";"96"
"8396";"T001093";"A048710";"2031250";"MBG0095";"PV24    ";"2018JJ00";"3.19";"99"
"8397";"T001093";"A048710";"2031250";"MBG0095";"PV24    ";"2019JJ00";"2.64";"82"
"8398";"T001093";"A048710";"2031250";"MBG0095";"PV24    ";"2020JJ00";"2.48";"77"
"8399";"T001093";"A048710";"2031250";"MBG0095";"PV24    ";"2021JJ00";"2.68";"83"
"8400";"T001093";"A048710";"2031250";"MBG0095";"PV25    ";"2018JJ00";"3.17";"98"
"8401";"T001093";"A048710";"2031250";"MBG0095";"PV25    ";"2019JJ00";"3.14";"97"
"8402";"T001093";"A048710";"2031250";"MBG0095";"PV25    ";"2020JJ00";"2.67";"83"
"8403";"T001093";"A048710";"2031250";"MBG0095";"PV25    ";"2021JJ00";"3.12";"97"
"8404";"T001093";"A048710";"2031250";"MBG0095";"PV26    ";"2018JJ00";"3.31";"103"
"8405";"T001093";"A048710";"2031250";"MBG0095";"PV26    ";"2019JJ00";"3.1";"96"
"8406";"T001093";"A048710";"2031250";"MBG0095";"PV26    ";"2020JJ00";"2.66";"82"
"8407";"T001093";"A048710";"2031250";"MBG0095";"PV26    ";"2021JJ00";"3.14";"97"
"8408";"T001093";"A048710";"2031250";"MBG0095";"PV27    ";"2018JJ00";"3.01";"93"
"8409";"T001093";"A048710";"2031250";"MBG0095";"PV27    ";"2019JJ00";"2.81";"87"
"8410";"T001093";"A048710";"2031250";"MBG0095";"PV27    ";"2020JJ00";"2.42";"75"
"8411";"T001093";"A048710";"2031250";"MBG0095";"PV27    ";"2021JJ00";"2.76";"86"
"8412";"T001093";"A048710";"2031250";"MBG0095";"PV28    ";"2018JJ00";"3.04";"94"
"8413";"T001093";"A048710";"2031250";"MBG0095";"PV28    ";"2019JJ00";"2.83";"88"
"8414";"T001093";"A048710";"2031250";"MBG0095";"PV28    ";"2020JJ00";"2.42";"75"
"8415";"T001093";"A048710";"2031250";"MBG0095";"PV28    ";"2021JJ00";"2.84";"88"
"8416";"T001093";"A048710";"2031250";"MBG0095";"PV29    ";"2018JJ00";"3.47";"108"
"8417";"T001093";"A048710";"2031250";"MBG0095";"PV29    ";"2019JJ00";"3.24";"100"
"8418";"T001093";"A048710";"2031250";"MBG0095";"PV29    ";"2020JJ00";"2.97";"92"
"8419";"T001093";"A048710";"2031250";"MBG0095";"PV29    ";"2021JJ00";"3.45";"107"
"8420";"T001093";"A048710";"2031250";"MBG0095";"PV30    ";"2018JJ00";"3.11";"96"
"8421";"T001093";"A048710";"2031250";"MBG0095";"PV30    ";"2019JJ00";"3.11";"96"
"8422";"T001093";"A048710";"2031250";"MBG0095";"PV30    ";"2020JJ00";"2.52";"78"
"8423";"T001093";"A048710";"2031250";"MBG0095";"PV30    ";"2021JJ00";"3.16";"98"
"8424";"T001093";"A048710";"2031250";"MBG0095";"PV31    ";"2018JJ00";"3.11";"96"
"8425";"T001093";"A048710";"2031250";"MBG0095";"PV31    ";"2019JJ00";"3.24";"100"
"8426";"T001093";"A048710";"2031250";"MBG0095";"PV31    ";"2020JJ00";"2.67";"83"
"8427";"T001093";"A048710";"2031250";"MBG0095";"PV31    ";"2021JJ00";"2.78";"86"
"8448";"T001093";"A048710";"2031260";"MW00000";"NL01    ";"2018JJ00";"2.93";"88"
"8449";"T001093";"A048710";"2031260";"MW00000";"NL01    ";"2019JJ00";"2.85";"86"
"8450";"T001093";"A048710";"2031260";"MW00000";"NL01    ";"2020JJ00";"2.42";"73"
"8451";"T001093";"A048710";"2031260";"MW00000";"NL01    ";"2021JJ00";"2.71";"81"
"8452";"T001093";"A048710";"2031260";"MW00000";"LD01    ";"2018JJ00";"2.77";"83"
"8453";"T001093";"A048710";"2031260";"MW00000";"LD01    ";"2019JJ00";"2.91";"87"
"8454";"T001093";"A048710";"2031260";"MW00000";"LD01    ";"2020JJ00";"2.42";"73"
"8455";"T001093";"A048710";"2031260";"MW00000";"LD01    ";"2021JJ00";"2.74";"82"
"8456";"T001093";"A048710";"2031260";"MW00000";"LD02    ";"2018JJ00";"2.99";"90"
"8457";"T001093";"A048710";"2031260";"MW00000";"LD02    ";"2019JJ00";"2.95";"89"
"8458";"T001093";"A048710";"2031260";"MW00000";"LD02    ";"2020JJ00";"2.61";"78"
"8459";"T001093";"A048710";"2031260";"MW00000";"LD02    ";"2021JJ00";"2.78";"83"
"8460";"T001093";"A048710";"2031260";"MW00000";"LD03    ";"2018JJ00";"2.94";"88"
"8461";"T001093";"A048710";"2031260";"MW00000";"LD03    ";"2019JJ00";"2.74";"82"
"8462";"T001093";"A048710";"2031260";"MW00000";"LD03    ";"2020JJ00";"2.29";"69"
"8463";"T001093";"A048710";"2031260";"MW00000";"LD03    ";"2021JJ00";"2.64";"79"
"8464";"T001093";"A048710";"2031260";"MW00000";"LD04    ";"2018JJ00";"2.9";"87"
"8465";"T001093";"A048710";"2031260";"MW00000";"LD04    ";"2019JJ00";"2.98";"89"
"8466";"T001093";"A048710";"2031260";"MW00000";"LD04    ";"2020JJ00";"2.55";"77"
"8467";"T001093";"A048710";"2031260";"MW00000";"LD04    ";"2021JJ00";"2.78";"83"
"8468";"T001093";"A048710";"2031260";"MW00000";"PV20    ";"2018JJ00";"2.99";"90"
"8469";"T001093";"A048710";"2031260";"MW00000";"PV20    ";"2019JJ00";"2.67";"80"
"8470";"T001093";"A048710";"2031260";"MW00000";"PV20    ";"2020JJ00";"2.35";"71"
"8471";"T001093";"A048710";"2031260";"MW00000";"PV20    ";"2021JJ00";"2.71";"81"
"8472";"T001093";"A048710";"2031260";"MW00000";"PV21    ";"2018JJ00";"2.62";"79"
"8473";"T001093";"A048710";"2031260";"MW00000";"PV21    ";"2019JJ00";"2.84";"85"
"8474";"T001093";"A048710";"2031260";"MW00000";"PV21    ";"2020JJ00";"2.78";"83"
"8475";"T001093";"A048710";"2031260";"MW00000";"PV21    ";"2021JJ00";"2.86";"86"
"8476";"T001093";"A048710";"2031260";"MW00000";"PV22    ";"2018JJ00";"2.72";"82"
"8477";"T001093";"A048710";"2031260";"MW00000";"PV22    ";"2019JJ00";"3.29";"99"
"8478";"T001093";"A048710";"2031260";"MW00000";"PV22    ";"2020JJ00";"2.02";"61"
"8479";"T001093";"A048710";"2031260";"MW00000";"PV22    ";"2021JJ00";"2.63";"79"
"8480";"T001093";"A048710";"2031260";"MW00000";"PV23    ";"2018JJ00";"3.04";"91"
"8481";"T001093";"A048710";"2031260";"MW00000";"PV23    ";"2019JJ00";"3.06";"92"
"8482";"T001093";"A048710";"2031260";"MW00000";"PV23    ";"2020JJ00";"2.52";"75"
"8483";"T001093";"A048710";"2031260";"MW00000";"PV23    ";"2021JJ00";"2.76";"83"
"8484";"T001093";"A048710";"2031260";"MW00000";"PV24    ";"2018JJ00";"2.79";"84"
"8485";"T001093";"A048710";"2031260";"MW00000";"PV24    ";"2019JJ00";"3.05";"91"
"8486";"T001093";"A048710";"2031260";"MW00000";"PV24    ";"2020JJ00";"2.55";"76"
"8487";"T001093";"A048710";"2031260";"MW00000";"PV24    ";"2021JJ00";"2.36";"71"
"8488";"T001093";"A048710";"2031260";"MW00000";"PV25    ";"2018JJ00";"3";"90"
"8489";"T001093";"A048710";"2031260";"MW00000";"PV25    ";"2019JJ00";"2.87";"86"
"8490";"T001093";"A048710";"2031260";"MW00000";"PV25    ";"2020JJ00";"2.67";"80"
"8491";"T001093";"A048710";"2031260";"MW00000";"PV25    ";"2021JJ00";"2.88";"86"
"8492";"T001093";"A048710";"2031260";"MW00000";"PV26    ";"2018JJ00";"3.27";"98"
"8493";"T001093";"A048710";"2031260";"MW00000";"PV26    ";"2019JJ00";"3.1";"93"
"8494";"T001093";"A048710";"2031260";"MW00000";"PV26    ";"2020JJ00";"2.54";"76"
"8495";"T001093";"A048710";"2031260";"MW00000";"PV26    ";"2021JJ00";"2.84";"85"
"8496";"T001093";"A048710";"2031260";"MW00000";"PV27    ";"2018JJ00";"3.07";"92"
"8497";"T001093";"A048710";"2031260";"MW00000";"PV27    ";"2019JJ00";"2.67";"80"
"8498";"T001093";"A048710";"2031260";"MW00000";"PV27    ";"2020JJ00";"2.29";"69"
"8499";"T001093";"A048710";"2031260";"MW00000";"PV27    ";"2021JJ00";"2.55";"77"
"8500";"T001093";"A048710";"2031260";"MW00000";"PV28    ";"2018JJ00";"2.74";"82"
"8501";"T001093";"A048710";"2031260";"MW00000";"PV28    ";"2019JJ00";"2.71";"81"
"8502";"T001093";"A048710";"2031260";"MW00000";"PV28    ";"2020JJ00";"2.23";"67"
"8503";"T001093";"A048710";"2031260";"MW00000";"PV28    ";"2021JJ00";"2.61";"78"
"8504";"T001093";"A048710";"2031260";"MW00000";"PV29    ";"2018JJ00";"2.75";"82"
"8505";"T001093";"A048710";"2031260";"MW00000";"PV29    ";"2019JJ00";"2.24";"67"
"8506";"T001093";"A048710";"2031260";"MW00000";"PV29    ";"2020JJ00";"1.86";"56"
"8507";"T001093";"A048710";"2031260";"MW00000";"PV29    ";"2021JJ00";"2.97";"89"
"8508";"T001093";"A048710";"2031260";"MW00000";"PV30    ";"2018JJ00";"2.92";"88"
"8509";"T001093";"A048710";"2031260";"MW00000";"PV30    ";"2019JJ00";"3";"90"
"8510";"T001093";"A048710";"2031260";"MW00000";"PV30    ";"2020JJ00";"2.64";"79"
"8511";"T001093";"A048710";"2031260";"MW00000";"PV30    ";"2021JJ00";"2.76";"83"
"8512";"T001093";"A048710";"2031260";"MW00000";"PV31    ";"2018JJ00";"2.85";"85"
"8513";"T001093";"A048710";"2031260";"MW00000";"PV31    ";"2019JJ00";"2.93";"88"
"8514";"T001093";"A048710";"2031260";"MW00000";"PV31    ";"2020JJ00";"2.35";"71"
"8515";"T001093";"A048710";"2031260";"MW00000";"PV31    ";"2021JJ00";"2.81";"84"
"8536";"T001093";"A048710";"2031260";"MOG0095";"NL01    ";"2018JJ00";"2.85";"85"
"8537";"T001093";"A048710";"2031260";"MOG0095";"NL01    ";"2019JJ00";"2.78";"83"
"8538";"T001093";"A048710";"2031260";"MOG0095";"NL01    ";"2020JJ00";"2.36";"71"
"8539";"T001093";"A048710";"2031260";"MOG0095";"NL01    ";"2021JJ00";"2.65";"79"
"8540";"T001093";"A048710";"2031260";"MOG0095";"LD01    ";"2018JJ00";"2.56";"77"
"8541";"T001093";"A048710";"2031260";"MOG0095";"LD01    ";"2019JJ00";"2.69";"81"
"8542";"T001093";"A048710";"2031260";"MOG0095";"LD01    ";"2020JJ00";"2.19";"66"
"8543";"T001093";"A048710";"2031260";"MOG0095";"LD01    ";"2021JJ00";"2.52";"76"
"8544";"T001093";"A048710";"2031260";"MOG0095";"LD02    ";"2018JJ00";"2.84";"85"
"8545";"T001093";"A048710";"2031260";"MOG0095";"LD02    ";"2019JJ00";"2.8";"84"
"8546";"T001093";"A048710";"2031260";"MOG0095";"LD02    ";"2020JJ00";"2.46";"74"
"8547";"T001093";"A048710";"2031260";"MOG0095";"LD02    ";"2021JJ00";"2.64";"79"
"8548";"T001093";"A048710";"2031260";"MOG0095";"LD03    ";"2018JJ00";"2.82";"85"
"8549";"T001093";"A048710";"2031260";"MOG0095";"LD03    ";"2019JJ00";"2.65";"79"
"8550";"T001093";"A048710";"2031260";"MOG0095";"LD03    ";"2020JJ00";"2.2";"66"
"8551";"T001093";"A048710";"2031260";"MOG0095";"LD03    ";"2021JJ00";"2.56";"77"
"8552";"T001093";"A048710";"2031260";"MOG0095";"LD04    ";"2018JJ00";"2.74";"82"
"8553";"T001093";"A048710";"2031260";"MOG0095";"LD04    ";"2019JJ00";"2.82";"84"
"8554";"T001093";"A048710";"2031260";"MOG0095";"LD04    ";"2020JJ00";"2.4";"72"
"8555";"T001093";"A048710";"2031260";"MOG0095";"LD04    ";"2021JJ00";"2.62";"79"
"8556";"T001093";"A048710";"2031260";"MOG0095";"PV20    ";"2018JJ00";"2.59";"78"
"8557";"T001093";"A048710";"2031260";"MOG0095";"PV20    ";"2019JJ00";"2.37";"71"
"8558";"T001093";"A048710";"2031260";"MOG0095";"PV20    ";"2020JJ00";"1.97";"59"
"8559";"T001093";"A048710";"2031260";"MOG0095";"PV20    ";"2021JJ00";"2.33";"70"
"8560";"T001093";"A048710";"2031260";"MOG0095";"PV21    ";"2018JJ00";"2.28";"68"
"8561";"T001093";"A048710";"2031260";"MOG0095";"PV21    ";"2019JJ00";"2.52";"76"
"8562";"T001093";"A048710";"2031260";"MOG0095";"PV21    ";"2020JJ00";"2.36";"71"
"8563";"T001093";"A048710";"2031260";"MOG0095";"PV21    ";"2021JJ00";"2.47";"74"
"8564";"T001093";"A048710";"2031260";"MOG0095";"PV22    ";"2018JJ00";"2.35";"70"
"8565";"T001093";"A048710";"2031260";"MOG0095";"PV22    ";"2019JJ00";"2.75";"83"
"8566";"T001093";"A048710";"2031260";"MOG0095";"PV22    ";"2020JJ00";"1.65";"50"
"8567";"T001093";"A048710";"2031260";"MOG0095";"PV22    ";"2021JJ00";"2.24";"67"
"8568";"T001093";"A048710";"2031260";"MOG0095";"PV23    ";"2018JJ00";"2.78";"83"
"8569";"T001093";"A048710";"2031260";"MOG0095";"PV23    ";"2019JJ00";"2.79";"84"
"8570";"T001093";"A048710";"2031260";"MOG0095";"PV23    ";"2020JJ00";"2.24";"67"
"8571";"T001093";"A048710";"2031260";"MOG0095";"PV23    ";"2021JJ00";"2.52";"76"
"8572";"T001093";"A048710";"2031260";"MOG0095";"PV24    ";"2018JJ00";"2.4";"72"
"8573";"T001093";"A048710";"2031260";"MOG0095";"PV24    ";"2019JJ00";"2.54";"76"
"8574";"T001093";"A048710";"2031260";"MOG0095";"PV24    ";"2020JJ00";"2.19";"66"
"8575";"T001093";"A048710";"2031260";"MOG0095";"PV24    ";"2021JJ00";"2.03";"61"
"8576";"T001093";"A048710";"2031260";"MOG0095";"PV25    ";"2018JJ00";"2.79";"84"
"8577";"T001093";"A048710";"2031260";"MOG0095";"PV25    ";"2019JJ00";"2.68";"80"
"8578";"T001093";"A048710";"2031260";"MOG0095";"PV25    ";"2020JJ00";"2.46";"74"
"8579";"T001093";"A048710";"2031260";"MOG0095";"PV25    ";"2021JJ00";"2.69";"81"
"8580";"T001093";"A048710";"2031260";"MOG0095";"PV26    ";"2018JJ00";"2.97";"89"
"8581";"T001093";"A048710";"2031260";"MOG0095";"PV26    ";"2019JJ00";"2.85";"85"
"8582";"T001093";"A048710";"2031260";"MOG0095";"PV26    ";"2020JJ00";"2.37";"71"
"8583";"T001093";"A048710";"2031260";"MOG0095";"PV26    ";"2021JJ00";"2.69";"81"
"8584";"T001093";"A048710";"2031260";"MOG0095";"PV27    ";"2018JJ00";"2.88";"87"
"8585";"T001093";"A048710";"2031260";"MOG0095";"PV27    ";"2019JJ00";"2.51";"75"
"8586";"T001093";"A048710";"2031260";"MOG0095";"PV27    ";"2020JJ00";"2.14";"64"
"8587";"T001093";"A048710";"2031260";"MOG0095";"PV27    ";"2021JJ00";"2.4";"72"
"8588";"T001093";"A048710";"2031260";"MOG0095";"PV28    ";"2018JJ00";"2.56";"77"
"8589";"T001093";"A048710";"2031260";"MOG0095";"PV28    ";"2019JJ00";"2.59";"78"
"8590";"T001093";"A048710";"2031260";"MOG0095";"PV28    ";"2020JJ00";"2.11";"63"
"8591";"T001093";"A048710";"2031260";"MOG0095";"PV28    ";"2021JJ00";"2.48";"74"
"8592";"T001093";"A048710";"2031260";"MOG0095";"PV29    ";"2018JJ00";"2.26";"68"
"8593";"T001093";"A048710";"2031260";"MOG0095";"PV29    ";"2019JJ00";"1.85";"56"
"8594";"T001093";"A048710";"2031260";"MOG0095";"PV29    ";"2020JJ00";"1.44";"43"
"8595";"T001093";"A048710";"2031260";"MOG0095";"PV29    ";"2021JJ00";"2.49";"75"
"8596";"T001093";"A048710";"2031260";"MOG0095";"PV30    ";"2018JJ00";"2.72";"82"
