"ID";"ModesOfTravel";"Population";"TripCharacteristics";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"Trips_4"
"89062";"A018982";"A048710";"2031110";"MOG0095";"LD01    ";"2020JJ00";;
"89063";"A018982";"A048710";"2031110";"MOG0095";"LD01    ";"2021JJ00";;
"89064";"A018982";"A048710";"2031110";"MOG0095";"LD02    ";"2018JJ00";;
"89065";"A018982";"A048710";"2031110";"MOG0095";"LD02    ";"2019JJ00";;
"89066";"A018982";"A048710";"2031110";"MOG0095";"LD02    ";"2020JJ00";;
"89067";"A018982";"A048710";"2031110";"MOG0095";"LD02    ";"2021JJ00";;
"89068";"A018982";"A048710";"2031110";"MOG0095";"LD03    ";"2018JJ00";"0.12";"6"
"89069";"A018982";"A048710";"2031110";"MOG0095";"LD03    ";"2019JJ00";"0.11";"6"
"89070";"A018982";"A048710";"2031110";"MOG0095";"LD03    ";"2020JJ00";"0.05";"2"
"89071";"A018982";"A048710";"2031110";"MOG0095";"LD03    ";"2021JJ00";"0.05";"3"
"89072";"A018982";"A048710";"2031110";"MOG0095";"LD04    ";"2018JJ00";"0.04";"2"
"89073";"A018982";"A048710";"2031110";"MOG0095";"LD04    ";"2019JJ00";;
"89074";"A018982";"A048710";"2031110";"MOG0095";"LD04    ";"2020JJ00";;
"89075";"A018982";"A048710";"2031110";"MOG0095";"LD04    ";"2021JJ00";;
"89076";"A018982";"A048710";"2031110";"MOG0095";"PV20    ";"2018JJ00";;
"89077";"A018982";"A048710";"2031110";"MOG0095";"PV20    ";"2019JJ00";;
"89078";"A018982";"A048710";"2031110";"MOG0095";"PV20    ";"2020JJ00";;
"89079";"A018982";"A048710";"2031110";"MOG0095";"PV20    ";"2021JJ00";;
"89080";"A018982";"A048710";"2031110";"MOG0095";"PV21    ";"2018JJ00";;
"89081";"A018982";"A048710";"2031110";"MOG0095";"PV21    ";"2019JJ00";;
"89082";"A018982";"A048710";"2031110";"MOG0095";"PV21    ";"2020JJ00";;
"89083";"A018982";"A048710";"2031110";"MOG0095";"PV21    ";"2021JJ00";;
"89084";"A018982";"A048710";"2031110";"MOG0095";"PV22    ";"2018JJ00";;
"89085";"A018982";"A048710";"2031110";"MOG0095";"PV22    ";"2019JJ00";;
"89086";"A018982";"A048710";"2031110";"MOG0095";"PV22    ";"2020JJ00";;
"89087";"A018982";"A048710";"2031110";"MOG0095";"PV22    ";"2021JJ00";;
"89088";"A018982";"A048710";"2031110";"MOG0095";"PV23    ";"2018JJ00";;
"89089";"A018982";"A048710";"2031110";"MOG0095";"PV23    ";"2019JJ00";;
"89090";"A018982";"A048710";"2031110";"MOG0095";"PV23    ";"2020JJ00";;
"89091";"A018982";"A048710";"2031110";"MOG0095";"PV23    ";"2021JJ00";;
"89092";"A018982";"A048710";"2031110";"MOG0095";"PV24    ";"2018JJ00";;
"89093";"A018982";"A048710";"2031110";"MOG0095";"PV24    ";"2019JJ00";;
"89094";"A018982";"A048710";"2031110";"MOG0095";"PV24    ";"2020JJ00";;
"89095";"A018982";"A048710";"2031110";"MOG0095";"PV24    ";"2021JJ00";;
"89096";"A018982";"A048710";"2031110";"MOG0095";"PV25    ";"2018JJ00";;
"89097";"A018982";"A048710";"2031110";"MOG0095";"PV25    ";"2019JJ00";;
"89098";"A018982";"A048710";"2031110";"MOG0095";"PV25    ";"2020JJ00";;
"89099";"A018982";"A048710";"2031110";"MOG0095";"PV25    ";"2021JJ00";;
"89100";"A018982";"A048710";"2031110";"MOG0095";"PV26    ";"2018JJ00";;
"89101";"A018982";"A048710";"2031110";"MOG0095";"PV26    ";"2019JJ00";;
"89102";"A018982";"A048710";"2031110";"MOG0095";"PV26    ";"2020JJ00";;
"89103";"A018982";"A048710";"2031110";"MOG0095";"PV26    ";"2021JJ00";;
"89104";"A018982";"A048710";"2031110";"MOG0095";"PV27    ";"2018JJ00";"0.12";"6"
"89105";"A018982";"A048710";"2031110";"MOG0095";"PV27    ";"2019JJ00";"0.1";"5"
"89106";"A018982";"A048710";"2031110";"MOG0095";"PV27    ";"2020JJ00";;
"89107";"A018982";"A048710";"2031110";"MOG0095";"PV27    ";"2021JJ00";;
"89108";"A018982";"A048710";"2031110";"MOG0095";"PV28    ";"2018JJ00";"0.13";"7"
"89109";"A018982";"A048710";"2031110";"MOG0095";"PV28    ";"2019JJ00";"0.14";"7"
"89110";"A018982";"A048710";"2031110";"MOG0095";"PV28    ";"2020JJ00";"0.05";"2"
"89111";"A018982";"A048710";"2031110";"MOG0095";"PV28    ";"2021JJ00";"0.05";"3"
"89112";"A018982";"A048710";"2031110";"MOG0095";"PV29    ";"2018JJ00";;
"89113";"A018982";"A048710";"2031110";"MOG0095";"PV29    ";"2019JJ00";;
"89114";"A018982";"A048710";"2031110";"MOG0095";"PV29    ";"2020JJ00";;
"89115";"A018982";"A048710";"2031110";"MOG0095";"PV29    ";"2021JJ00";;
"89116";"A018982";"A048710";"2031110";"MOG0095";"PV30    ";"2018JJ00";;
"89117";"A018982";"A048710";"2031110";"MOG0095";"PV30    ";"2019JJ00";;
"89118";"A018982";"A048710";"2031110";"MOG0095";"PV30    ";"2020JJ00";;
"89119";"A018982";"A048710";"2031110";"MOG0095";"PV30    ";"2021JJ00";;
"89120";"A018982";"A048710";"2031110";"MOG0095";"PV31    ";"2018JJ00";;
"89121";"A018982";"A048710";"2031110";"MOG0095";"PV31    ";"2019JJ00";;
"89122";"A018982";"A048710";"2031110";"MOG0095";"PV31    ";"2020JJ00";;
"89123";"A018982";"A048710";"2031110";"MOG0095";"PV31    ";"2021JJ00";;
"89144";"A018982";"A048710";"2031110";"MBG0095";"NL01    ";"2018JJ00";"0.1";"5"
"89145";"A018982";"A048710";"2031110";"MBG0095";"NL01    ";"2019JJ00";"0.09";"5"
"89146";"A018982";"A048710";"2031110";"MBG0095";"NL01    ";"2020JJ00";"0.04";"2"
"89147";"A018982";"A048710";"2031110";"MBG0095";"NL01    ";"2021JJ00";"0.05";"3"
"89148";"A018982";"A048710";"2031110";"MBG0095";"LD01    ";"2018JJ00";;
"89149";"A018982";"A048710";"2031110";"MBG0095";"LD01    ";"2019JJ00";;
"89150";"A018982";"A048710";"2031110";"MBG0095";"LD01    ";"2020JJ00";;
"89151";"A018982";"A048710";"2031110";"MBG0095";"LD01    ";"2021JJ00";;
"89152";"A018982";"A048710";"2031110";"MBG0095";"LD02    ";"2018JJ00";;
"89153";"A018982";"A048710";"2031110";"MBG0095";"LD02    ";"2019JJ00";;
"89154";"A018982";"A048710";"2031110";"MBG0095";"LD02    ";"2020JJ00";;
"89155";"A018982";"A048710";"2031110";"MBG0095";"LD02    ";"2021JJ00";;
"89156";"A018982";"A048710";"2031110";"MBG0095";"LD03    ";"2018JJ00";"0.16";"9"
"89157";"A018982";"A048710";"2031110";"MBG0095";"LD03    ";"2019JJ00";"0.15";"8"
"89158";"A018982";"A048710";"2031110";"MBG0095";"LD03    ";"2020JJ00";"0.07";"3"
"89159";"A018982";"A048710";"2031110";"MBG0095";"LD03    ";"2021JJ00";"0.07";"4"
"89160";"A018982";"A048710";"2031110";"MBG0095";"LD04    ";"2018JJ00";"0.08";"4"
"89161";"A018982";"A048710";"2031110";"MBG0095";"LD04    ";"2019JJ00";;
"89162";"A018982";"A048710";"2031110";"MBG0095";"LD04    ";"2020JJ00";;
"89163";"A018982";"A048710";"2031110";"MBG0095";"LD04    ";"2021JJ00";;
"89164";"A018982";"A048710";"2031110";"MBG0095";"PV20    ";"2018JJ00";;
"89165";"A018982";"A048710";"2031110";"MBG0095";"PV20    ";"2019JJ00";;
"89166";"A018982";"A048710";"2031110";"MBG0095";"PV20    ";"2020JJ00";;
"89167";"A018982";"A048710";"2031110";"MBG0095";"PV20    ";"2021JJ00";;
"89168";"A018982";"A048710";"2031110";"MBG0095";"PV21    ";"2018JJ00";;
"89169";"A018982";"A048710";"2031110";"MBG0095";"PV21    ";"2019JJ00";;
"89170";"A018982";"A048710";"2031110";"MBG0095";"PV21    ";"2020JJ00";;
"89171";"A018982";"A048710";"2031110";"MBG0095";"PV21    ";"2021JJ00";;
"89172";"A018982";"A048710";"2031110";"MBG0095";"PV22    ";"2018JJ00";;
"89173";"A018982";"A048710";"2031110";"MBG0095";"PV22    ";"2019JJ00";;
"89174";"A018982";"A048710";"2031110";"MBG0095";"PV22    ";"2020JJ00";;
"89175";"A018982";"A048710";"2031110";"MBG0095";"PV22    ";"2021JJ00";;
"89176";"A018982";"A048710";"2031110";"MBG0095";"PV23    ";"2018JJ00";;
"89177";"A018982";"A048710";"2031110";"MBG0095";"PV23    ";"2019JJ00";;
"89178";"A018982";"A048710";"2031110";"MBG0095";"PV23    ";"2020JJ00";;
"89179";"A018982";"A048710";"2031110";"MBG0095";"PV23    ";"2021JJ00";;
"89180";"A018982";"A048710";"2031110";"MBG0095";"PV24    ";"2018JJ00";;
"89181";"A018982";"A048710";"2031110";"MBG0095";"PV24    ";"2019JJ00";;
"89182";"A018982";"A048710";"2031110";"MBG0095";"PV24    ";"2020JJ00";;
"89183";"A018982";"A048710";"2031110";"MBG0095";"PV24    ";"2021JJ00";;
"89184";"A018982";"A048710";"2031110";"MBG0095";"PV25    ";"2018JJ00";;
"89185";"A018982";"A048710";"2031110";"MBG0095";"PV25    ";"2019JJ00";;
"89186";"A018982";"A048710";"2031110";"MBG0095";"PV25    ";"2020JJ00";;
"89187";"A018982";"A048710";"2031110";"MBG0095";"PV25    ";"2021JJ00";;
"89188";"A018982";"A048710";"2031110";"MBG0095";"PV26    ";"2018JJ00";;
"89189";"A018982";"A048710";"2031110";"MBG0095";"PV26    ";"2019JJ00";;
"89190";"A018982";"A048710";"2031110";"MBG0095";"PV26    ";"2020JJ00";;
"89191";"A018982";"A048710";"2031110";"MBG0095";"PV26    ";"2021JJ00";;
"89192";"A018982";"A048710";"2031110";"MBG0095";"PV27    ";"2018JJ00";"0.19";"10"
"89193";"A018982";"A048710";"2031110";"MBG0095";"PV27    ";"2019JJ00";"0.17";"9"
"89194";"A018982";"A048710";"2031110";"MBG0095";"PV27    ";"2020JJ00";;
"89195";"A018982";"A048710";"2031110";"MBG0095";"PV27    ";"2021JJ00";;
"89196";"A018982";"A048710";"2031110";"MBG0095";"PV28    ";"2018JJ00";"0.2";"10"
"89197";"A018982";"A048710";"2031110";"MBG0095";"PV28    ";"2019JJ00";"0.19";"10"
"89198";"A018982";"A048710";"2031110";"MBG0095";"PV28    ";"2020JJ00";"0.08";"4"
"89199";"A018982";"A048710";"2031110";"MBG0095";"PV28    ";"2021JJ00";"0.08";"4"
"89200";"A018982";"A048710";"2031110";"MBG0095";"PV29    ";"2018JJ00";;
"89201";"A018982";"A048710";"2031110";"MBG0095";"PV29    ";"2019JJ00";;
"89202";"A018982";"A048710";"2031110";"MBG0095";"PV29    ";"2020JJ00";;
"89203";"A018982";"A048710";"2031110";"MBG0095";"PV29    ";"2021JJ00";;
"89204";"A018982";"A048710";"2031110";"MBG0095";"PV30    ";"2018JJ00";;
"89205";"A018982";"A048710";"2031110";"MBG0095";"PV30    ";"2019JJ00";;
"89206";"A018982";"A048710";"2031110";"MBG0095";"PV30    ";"2020JJ00";;
"89207";"A018982";"A048710";"2031110";"MBG0095";"PV30    ";"2021JJ00";;
"89208";"A018982";"A048710";"2031110";"MBG0095";"PV31    ";"2018JJ00";;
"89209";"A018982";"A048710";"2031110";"MBG0095";"PV31    ";"2019JJ00";;
"89210";"A018982";"A048710";"2031110";"MBG0095";"PV31    ";"2020JJ00";;
"89211";"A018982";"A048710";"2031110";"MBG0095";"PV31    ";"2021JJ00";;
"89232";"A018982";"A048710";"2031120";"MW00000";"NL01    ";"2018JJ00";"0.08";"4"
"89233";"A018982";"A048710";"2031120";"MW00000";"NL01    ";"2019JJ00";"0.08";"4"
"89234";"A018982";"A048710";"2031120";"MW00000";"NL01    ";"2020JJ00";"0.04";"2"
"89235";"A018982";"A048710";"2031120";"MW00000";"NL01    ";"2021JJ00";"0.04";"2"
"89236";"A018982";"A048710";"2031120";"MW00000";"LD01    ";"2018JJ00";;
"89237";"A018982";"A048710";"2031120";"MW00000";"LD01    ";"2019JJ00";;
"89238";"A018982";"A048710";"2031120";"MW00000";"LD01    ";"2020JJ00";;
"89239";"A018982";"A048710";"2031120";"MW00000";"LD01    ";"2021JJ00";;
"89240";"A018982";"A048710";"2031120";"MW00000";"LD02    ";"2018JJ00";;
"89241";"A018982";"A048710";"2031120";"MW00000";"LD02    ";"2019JJ00";;
"89242";"A018982";"A048710";"2031120";"MW00000";"LD02    ";"2020JJ00";;
"89243";"A018982";"A048710";"2031120";"MW00000";"LD02    ";"2021JJ00";;
"89244";"A018982";"A048710";"2031120";"MW00000";"LD03    ";"2018JJ00";"0.13";"7"
"89245";"A018982";"A048710";"2031120";"MW00000";"LD03    ";"2019JJ00";"0.12";"6"
"89246";"A018982";"A048710";"2031120";"MW00000";"LD03    ";"2020JJ00";"0.07";"4"
"89247";"A018982";"A048710";"2031120";"MW00000";"LD03    ";"2021JJ00";"0.06";"3"
"89248";"A018982";"A048710";"2031120";"MW00000";"LD04    ";"2018JJ00";;
"89249";"A018982";"A048710";"2031120";"MW00000";"LD04    ";"2019JJ00";;
"89250";"A018982";"A048710";"2031120";"MW00000";"LD04    ";"2020JJ00";;
"89251";"A018982";"A048710";"2031120";"MW00000";"LD04    ";"2021JJ00";;
"89252";"A018982";"A048710";"2031120";"MW00000";"PV20    ";"2018JJ00";;
"89253";"A018982";"A048710";"2031120";"MW00000";"PV20    ";"2019JJ00";;
"89254";"A018982";"A048710";"2031120";"MW00000";"PV20    ";"2020JJ00";;
"89255";"A018982";"A048710";"2031120";"MW00000";"PV20    ";"2021JJ00";;
"89256";"A018982";"A048710";"2031120";"MW00000";"PV21    ";"2018JJ00";;
"89257";"A018982";"A048710";"2031120";"MW00000";"PV21    ";"2019JJ00";;
"89258";"A018982";"A048710";"2031120";"MW00000";"PV21    ";"2020JJ00";;
"89259";"A018982";"A048710";"2031120";"MW00000";"PV21    ";"2021JJ00";;
"89260";"A018982";"A048710";"2031120";"MW00000";"PV22    ";"2018JJ00";;
"89261";"A018982";"A048710";"2031120";"MW00000";"PV22    ";"2019JJ00";;
"89262";"A018982";"A048710";"2031120";"MW00000";"PV22    ";"2020JJ00";;
"89263";"A018982";"A048710";"2031120";"MW00000";"PV22    ";"2021JJ00";;
"89264";"A018982";"A048710";"2031120";"MW00000";"PV23    ";"2018JJ00";;
"89265";"A018982";"A048710";"2031120";"MW00000";"PV23    ";"2019JJ00";;
"89266";"A018982";"A048710";"2031120";"MW00000";"PV23    ";"2020JJ00";;
"89267";"A018982";"A048710";"2031120";"MW00000";"PV23    ";"2021JJ00";;
"89268";"A018982";"A048710";"2031120";"MW00000";"PV24    ";"2018JJ00";;
"89269";"A018982";"A048710";"2031120";"MW00000";"PV24    ";"2019JJ00";;
"89270";"A018982";"A048710";"2031120";"MW00000";"PV24    ";"2020JJ00";;
"89271";"A018982";"A048710";"2031120";"MW00000";"PV24    ";"2021JJ00";;
"89272";"A018982";"A048710";"2031120";"MW00000";"PV25    ";"2018JJ00";;
"89273";"A018982";"A048710";"2031120";"MW00000";"PV25    ";"2019JJ00";;
"89274";"A018982";"A048710";"2031120";"MW00000";"PV25    ";"2020JJ00";;
"89275";"A018982";"A048710";"2031120";"MW00000";"PV25    ";"2021JJ00";;
"89276";"A018982";"A048710";"2031120";"MW00000";"PV26    ";"2018JJ00";;
"89277";"A018982";"A048710";"2031120";"MW00000";"PV26    ";"2019JJ00";;
"89278";"A018982";"A048710";"2031120";"MW00000";"PV26    ";"2020JJ00";;
"89279";"A018982";"A048710";"2031120";"MW00000";"PV26    ";"2021JJ00";;
"89280";"A018982";"A048710";"2031120";"MW00000";"PV27    ";"2018JJ00";"0.14";"7"
"89281";"A018982";"A048710";"2031120";"MW00000";"PV27    ";"2019JJ00";"0.15";"8"
"89282";"A018982";"A048710";"2031120";"MW00000";"PV27    ";"2020JJ00";;
"89283";"A018982";"A048710";"2031120";"MW00000";"PV27    ";"2021JJ00";;
"89284";"A018982";"A048710";"2031120";"MW00000";"PV28    ";"2018JJ00";"0.14";"7"
"89285";"A018982";"A048710";"2031120";"MW00000";"PV28    ";"2019JJ00";"0.14";"7"
"89286";"A018982";"A048710";"2031120";"MW00000";"PV28    ";"2020JJ00";"0.08";"4"
"89287";"A018982";"A048710";"2031120";"MW00000";"PV28    ";"2021JJ00";"0.08";"4"
"89288";"A018982";"A048710";"2031120";"MW00000";"PV29    ";"2018JJ00";;
"89289";"A018982";"A048710";"2031120";"MW00000";"PV29    ";"2019JJ00";;
"89290";"A018982";"A048710";"2031120";"MW00000";"PV29    ";"2020JJ00";;
"89291";"A018982";"A048710";"2031120";"MW00000";"PV29    ";"2021JJ00";;
"89292";"A018982";"A048710";"2031120";"MW00000";"PV30    ";"2018JJ00";;
"89293";"A018982";"A048710";"2031120";"MW00000";"PV30    ";"2019JJ00";;
"89294";"A018982";"A048710";"2031120";"MW00000";"PV30    ";"2020JJ00";;
"89295";"A018982";"A048710";"2031120";"MW00000";"PV30    ";"2021JJ00";;
"89296";"A018982";"A048710";"2031120";"MW00000";"PV31    ";"2018JJ00";;
"89297";"A018982";"A048710";"2031120";"MW00000";"PV31    ";"2019JJ00";;
"89298";"A018982";"A048710";"2031120";"MW00000";"PV31    ";"2020JJ00";;
"89299";"A018982";"A048710";"2031120";"MW00000";"PV31    ";"2021JJ00";;
"89320";"A018982";"A048710";"2031120";"MOG0095";"NL01    ";"2018JJ00";"0.07";"4"
"89321";"A018982";"A048710";"2031120";"MOG0095";"NL01    ";"2019JJ00";"0.07";"4"
"89322";"A018982";"A048710";"2031120";"MOG0095";"NL01    ";"2020JJ00";"0.04";"2"
"89323";"A018982";"A048710";"2031120";"MOG0095";"NL01    ";"2021JJ00";"0.04";"2"
"89324";"A018982";"A048710";"2031120";"MOG0095";"LD01    ";"2018JJ00";;
"89325";"A018982";"A048710";"2031120";"MOG0095";"LD01    ";"2019JJ00";;
"89326";"A018982";"A048710";"2031120";"MOG0095";"LD01    ";"2020JJ00";;
"89327";"A018982";"A048710";"2031120";"MOG0095";"LD01    ";"2021JJ00";;
"89328";"A018982";"A048710";"2031120";"MOG0095";"LD02    ";"2018JJ00";;
"89329";"A018982";"A048710";"2031120";"MOG0095";"LD02    ";"2019JJ00";;
"89330";"A018982";"A048710";"2031120";"MOG0095";"LD02    ";"2020JJ00";;
"89331";"A018982";"A048710";"2031120";"MOG0095";"LD02    ";"2021JJ00";;
"89332";"A018982";"A048710";"2031120";"MOG0095";"LD03    ";"2018JJ00";"0.11";"6"
"89333";"A018982";"A048710";"2031120";"MOG0095";"LD03    ";"2019JJ00";"0.1";"5"
"89334";"A018982";"A048710";"2031120";"MOG0095";"LD03    ";"2020JJ00";"0.05";"3"
"89335";"A018982";"A048710";"2031120";"MOG0095";"LD03    ";"2021JJ00";"0.05";"3"
"89336";"A018982";"A048710";"2031120";"MOG0095";"LD04    ";"2018JJ00";;
"89337";"A018982";"A048710";"2031120";"MOG0095";"LD04    ";"2019JJ00";;
"89338";"A018982";"A048710";"2031120";"MOG0095";"LD04    ";"2020JJ00";;
"89339";"A018982";"A048710";"2031120";"MOG0095";"LD04    ";"2021JJ00";;
"89340";"A018982";"A048710";"2031120";"MOG0095";"PV20    ";"2018JJ00";;
"89341";"A018982";"A048710";"2031120";"MOG0095";"PV20    ";"2019JJ00";;
"89342";"A018982";"A048710";"2031120";"MOG0095";"PV20    ";"2020JJ00";;
"89343";"A018982";"A048710";"2031120";"MOG0095";"PV20    ";"2021JJ00";;
"89344";"A018982";"A048710";"2031120";"MOG0095";"PV21    ";"2018JJ00";;
"89345";"A018982";"A048710";"2031120";"MOG0095";"PV21    ";"2019JJ00";;
"89346";"A018982";"A048710";"2031120";"MOG0095";"PV21    ";"2020JJ00";;
"89347";"A018982";"A048710";"2031120";"MOG0095";"PV21    ";"2021JJ00";;
"89348";"A018982";"A048710";"2031120";"MOG0095";"PV22    ";"2018JJ00";;
"89349";"A018982";"A048710";"2031120";"MOG0095";"PV22    ";"2019JJ00";;
"89350";"A018982";"A048710";"2031120";"MOG0095";"PV22    ";"2020JJ00";;
"89351";"A018982";"A048710";"2031120";"MOG0095";"PV22    ";"2021JJ00";;
"89352";"A018982";"A048710";"2031120";"MOG0095";"PV23    ";"2018JJ00";;
"89353";"A018982";"A048710";"2031120";"MOG0095";"PV23    ";"2019JJ00";;
"89354";"A018982";"A048710";"2031120";"MOG0095";"PV23    ";"2020JJ00";;
"89355";"A018982";"A048710";"2031120";"MOG0095";"PV23    ";"2021JJ00";;
"89356";"A018982";"A048710";"2031120";"MOG0095";"PV24    ";"2018JJ00";;
"89357";"A018982";"A048710";"2031120";"MOG0095";"PV24    ";"2019JJ00";;
"89358";"A018982";"A048710";"2031120";"MOG0095";"PV24    ";"2020JJ00";;
"89359";"A018982";"A048710";"2031120";"MOG0095";"PV24    ";"2021JJ00";;
"89360";"A018982";"A048710";"2031120";"MOG0095";"PV25    ";"2018JJ00";;
"89361";"A018982";"A048710";"2031120";"MOG0095";"PV25    ";"2019JJ00";;
"89362";"A018982";"A048710";"2031120";"MOG0095";"PV25    ";"2020JJ00";;
"89363";"A018982";"A048710";"2031120";"MOG0095";"PV25    ";"2021JJ00";;
"89364";"A018982";"A048710";"2031120";"MOG0095";"PV26    ";"2018JJ00";;
"89365";"A018982";"A048710";"2031120";"MOG0095";"PV26    ";"2019JJ00";;
"89366";"A018982";"A048710";"2031120";"MOG0095";"PV26    ";"2020JJ00";;
"89367";"A018982";"A048710";"2031120";"MOG0095";"PV26    ";"2021JJ00";;
"89368";"A018982";"A048710";"2031120";"MOG0095";"PV27    ";"2018JJ00";"0.11";"6"
"89369";"A018982";"A048710";"2031120";"MOG0095";"PV27    ";"2019JJ00";"0.11";"6"
"89370";"A018982";"A048710";"2031120";"MOG0095";"PV27    ";"2020JJ00";;
"89371";"A018982";"A048710";"2031120";"MOG0095";"PV27    ";"2021JJ00";;
"89372";"A018982";"A048710";"2031120";"MOG0095";"PV28    ";"2018JJ00";"0.1";"5"
"89373";"A018982";"A048710";"2031120";"MOG0095";"PV28    ";"2019JJ00";"0.11";"6"
"89374";"A018982";"A048710";"2031120";"MOG0095";"PV28    ";"2020JJ00";"0.06";"3"
"89375";"A018982";"A048710";"2031120";"MOG0095";"PV28    ";"2021JJ00";"0.07";"3"
"89376";"A018982";"A048710";"2031120";"MOG0095";"PV29    ";"2018JJ00";;
"89377";"A018982";"A048710";"2031120";"MOG0095";"PV29    ";"2019JJ00";;
"89378";"A018982";"A048710";"2031120";"MOG0095";"PV29    ";"2020JJ00";;
"89379";"A018982";"A048710";"2031120";"MOG0095";"PV29    ";"2021JJ00";;
"89380";"A018982";"A048710";"2031120";"MOG0095";"PV30    ";"2018JJ00";;
"89381";"A018982";"A048710";"2031120";"MOG0095";"PV30    ";"2019JJ00";;
"89382";"A018982";"A048710";"2031120";"MOG0095";"PV30    ";"2020JJ00";;
"89383";"A018982";"A048710";"2031120";"MOG0095";"PV30    ";"2021JJ00";;
"89384";"A018982";"A048710";"2031120";"MOG0095";"PV31    ";"2018JJ00";;
"89385";"A018982";"A048710";"2031120";"MOG0095";"PV31    ";"2019JJ00";;
"89386";"A018982";"A048710";"2031120";"MOG0095";"PV31    ";"2020JJ00";;
"89387";"A018982";"A048710";"2031120";"MOG0095";"PV31    ";"2021JJ00";;
"89408";"A018982";"A048710";"2031120";"MBG0095";"NL01    ";"2018JJ00";"0.1";"5"
"89409";"A018982";"A048710";"2031120";"MBG0095";"NL01    ";"2019JJ00";"0.09";"5"
"89410";"A018982";"A048710";"2031120";"MBG0095";"NL01    ";"2020JJ00";"0.05";"3"
"89411";"A018982";"A048710";"2031120";"MBG0095";"NL01    ";"2021JJ00";"0.05";"2"
"89412";"A018982";"A048710";"2031120";"MBG0095";"LD01    ";"2018JJ00";;
"89413";"A018982";"A048710";"2031120";"MBG0095";"LD01    ";"2019JJ00";;
"89414";"A018982";"A048710";"2031120";"MBG0095";"LD01    ";"2020JJ00";;
"89415";"A018982";"A048710";"2031120";"MBG0095";"LD01    ";"2021JJ00";;
"89416";"A018982";"A048710";"2031120";"MBG0095";"LD02    ";"2018JJ00";;
"89417";"A018982";"A048710";"2031120";"MBG0095";"LD02    ";"2019JJ00";;
"89418";"A018982";"A048710";"2031120";"MBG0095";"LD02    ";"2020JJ00";;
"89419";"A018982";"A048710";"2031120";"MBG0095";"LD02    ";"2021JJ00";;
"89420";"A018982";"A048710";"2031120";"MBG0095";"LD03    ";"2018JJ00";"0.15";"8"
"89421";"A018982";"A048710";"2031120";"MBG0095";"LD03    ";"2019JJ00";"0.14";"7"
"89422";"A018982";"A048710";"2031120";"MBG0095";"LD03    ";"2020JJ00";"0.08";"4"
"89423";"A018982";"A048710";"2031120";"MBG0095";"LD03    ";"2021JJ00";"0.08";"4"
"89424";"A018982";"A048710";"2031120";"MBG0095";"LD04    ";"2018JJ00";;
"89425";"A018982";"A048710";"2031120";"MBG0095";"LD04    ";"2019JJ00";;
"89426";"A018982";"A048710";"2031120";"MBG0095";"LD04    ";"2020JJ00";;
"89427";"A018982";"A048710";"2031120";"MBG0095";"LD04    ";"2021JJ00";;
"89428";"A018982";"A048710";"2031120";"MBG0095";"PV20    ";"2018JJ00";;
"89429";"A018982";"A048710";"2031120";"MBG0095";"PV20    ";"2019JJ00";;
"89430";"A018982";"A048710";"2031120";"MBG0095";"PV20    ";"2020JJ00";;
"89431";"A018982";"A048710";"2031120";"MBG0095";"PV20    ";"2021JJ00";;
"89432";"A018982";"A048710";"2031120";"MBG0095";"PV21    ";"2018JJ00";;
"89433";"A018982";"A048710";"2031120";"MBG0095";"PV21    ";"2019JJ00";;
"89434";"A018982";"A048710";"2031120";"MBG0095";"PV21    ";"2020JJ00";;
"89435";"A018982";"A048710";"2031120";"MBG0095";"PV21    ";"2021JJ00";;
"89436";"A018982";"A048710";"2031120";"MBG0095";"PV22    ";"2018JJ00";;
"89437";"A018982";"A048710";"2031120";"MBG0095";"PV22    ";"2019JJ00";;
"89438";"A018982";"A048710";"2031120";"MBG0095";"PV22    ";"2020JJ00";;
"89439";"A018982";"A048710";"2031120";"MBG0095";"PV22    ";"2021JJ00";;
"89440";"A018982";"A048710";"2031120";"MBG0095";"PV23    ";"2018JJ00";;
"89441";"A018982";"A048710";"2031120";"MBG0095";"PV23    ";"2019JJ00";;
"89442";"A018982";"A048710";"2031120";"MBG0095";"PV23    ";"2020JJ00";;
"89443";"A018982";"A048710";"2031120";"MBG0095";"PV23    ";"2021JJ00";;
"89444";"A018982";"A048710";"2031120";"MBG0095";"PV24    ";"2018JJ00";;
"89445";"A018982";"A048710";"2031120";"MBG0095";"PV24    ";"2019JJ00";;
"89446";"A018982";"A048710";"2031120";"MBG0095";"PV24    ";"2020JJ00";;
"89447";"A018982";"A048710";"2031120";"MBG0095";"PV24    ";"2021JJ00";;
"89448";"A018982";"A048710";"2031120";"MBG0095";"PV25    ";"2018JJ00";;
"89449";"A018982";"A048710";"2031120";"MBG0095";"PV25    ";"2019JJ00";;
"89450";"A018982";"A048710";"2031120";"MBG0095";"PV25    ";"2020JJ00";;
"89451";"A018982";"A048710";"2031120";"MBG0095";"PV25    ";"2021JJ00";;
"89452";"A018982";"A048710";"2031120";"MBG0095";"PV26    ";"2018JJ00";;
"89453";"A018982";"A048710";"2031120";"MBG0095";"PV26    ";"2019JJ00";;
"89454";"A018982";"A048710";"2031120";"MBG0095";"PV26    ";"2020JJ00";;
"89455";"A018982";"A048710";"2031120";"MBG0095";"PV26    ";"2021JJ00";;
"89456";"A018982";"A048710";"2031120";"MBG0095";"PV27    ";"2018JJ00";"0.17";"9"
